csa_name,csa_size,csa_avg_walk_score,walkability_ranking,pop_density_sq_mile,worker_density_sq_mile,avg_dist_to_transit,geometry,bachelor's degree or higher %,unemployment rate %,car_drove_to_work %,public transportation %,walked %,poverty_rate %,mean travel time to work (minutes),median household income (dollars),no vehicles available %,1 vehicle available %,2 vehicles available %,3 or more vehicles available %,median_home_value,median_rent,median age (years),Accommodation and food services,"Arts, entertainment, and recreation",Other services (except public administration),retail trade revenue per establishment,wkt,latitude,longitude
"Portland-Vancouver-Salem, OR-WA",Large,14.729044117647058,Top,2653.8754416904044,1241.0837243350677,464.29375,"MULTIPOLYGON (((-123.06145880572899 44.94563522772223, -123.05958781270012 44.946867230948754, -123.05737681753261 44.94782323533155, -123.05740881740363 44.94788623514219, -123.05750581844316 44.94807523497041, -123.05753882032162 44.94813923492576, -123.05495882317584 44.948706239661625, -123.05143582839129 44.9495462453606, -123.05137482762036 44.94931524600207, -123.05133082654619 44.94918924547177, -123.05128082641228 44.94906224566112, -123.05122782484004 44.94892524637758, -123.05118382398422 44.948789246253, -123.0509128221773 44.948297246519935, -123.05079782031457 44.94808024675672, -123.050680819491 44.94789024787405, -123.05046381784956 44.94754824749976, -123.05000681340371 44.946783248103884, -123.04991681340066 44.94665424851316, -123.04989981262189 44.94662224910558, -123.04988381245279 44.946594248778155, -123.04966181166691 44.94623324980796, -123.04957781061297 44.94608224910872, -123.0494858094371 44.94594125032135, -123.04935280850485 44.945727251046556, -123.04920080822725 44.94584225114301, -123.04869181018101 44.94606625091413, -123.04652481539615 44.94701725426115, -123.04580281737084 44.94733425635698, -123.04560281764826 44.947394256084756, -123.04500381879667 44.94757825783056, -123.04480481885487 44.94764025750027, -123.04312581902659 44.94755426121318, -123.04248981886688 44.94749826197535, -123.04190881886855 44.947447262368065, -123.04188281948673 44.947445262492, -123.04212281673266 44.94709126270321, -123.04290181023414 44.945968261592, -123.04295981093573 44.94598226116254, -123.04324081087137 44.946054261211756, -123.04335181064725 44.94608526113329, -123.04346481041901 44.946113260981036, -123.04362781082685 44.94615626087282, -123.04368981199809 44.94616926026462, -123.04374881190402 44.94618625999008, -123.04411681166424 44.946280259532024, -123.04433381178853 44.94631825907602, -123.04455981195021 44.94634125838876, -123.04469481224164 44.946346258267646, -123.04482581299607 44.94634625867139, -123.04495681291384 44.94634125797807, -123.04509181160573 44.94633025825176, -123.04534081204278 44.94629425644315, -123.04562381115872 44.94623025664414, -123.04633281037127 44.94601425577816, -123.04652080990162 44.94594425492455, -123.04670580911653 44.94586525490646, -123.04693880871194 44.94574725516521, -123.04822280405567 44.94503525268894, -123.04830380369629 44.94499725217593, -123.04833880483717 44.944969252012825, -123.04849280490663 44.94489825204643, -123.04863380279629 44.944846252277735, -123.04882880298963 44.944781251031294, -123.04893980270175 44.94472825133762, -123.0492758021885 44.944568250758735, -123.04938880222892 44.94451625074998, -123.04989079990519 44.94429724949085, -123.05139679740293 44.943641246852366, -123.0518997960758 44.9434232464202, -123.05235979416969 44.94322024546104, -123.05373979147129 44.942613242477776, -123.05420078976366 44.94241124310868, -123.05464878801409 44.94221624222477, -123.05599278521771 44.94163123956815, -123.05644178367481 44.94143723882612, -123.05689478377265 44.94124023852244, -123.05825377902546 44.94064923609046, -123.0587077787692 44.940453234919836, -123.05895478006032 44.94088223406058, -123.05919378355824 44.941279234291436, -123.05957378593956 44.94191023288761, -123.05965878683801 44.942107232434964, -123.05993078941141 44.94255823160543, -123.06012779173639 44.94294723172479, -123.0601647914091 44.94301823133005, -123.0602787926626 44.94323123150558, -123.06031779259085 44.943303231230914, -123.0603737938453 44.94339123031177, -123.06054179569823 44.94365823059584, -123.06059779620614 44.94374723076477, -123.06061779669116 44.943779230344894, -123.06067879710258 44.94387722968621, -123.06069979733653 44.94391023073627, -123.0607687965392 44.94403723008651, -123.0609777987298 44.944420230334686, -123.061047800389 44.944548228934046, -123.0614408041877 44.94520822846866, -123.06188280722317 44.94595622759646, -123.06145880572899 44.94563522772223)))",37.8,5.3,68.0,4.1,3.1,10.7,26.0,78223.0,7.3,30.9,37.8,24.1,392200.0,1361.0,38.4,1057743.98,1286849.02,926977.83,4800666.11,"MULTIPOLYGON (((-2103923.3815 2741266.6745, -2103743.3557 2741356.8452, -2103546.2474 2741410.0141, -2103546.6982 2741417.4515, -2103548.1263 2741439.7859, -2103548.6216 2741447.3523, -2103335.769 2741450.8093, -2103043.0657 2741462.5637, -2103045.6717 2741436.5401, -2103046.2818 2741422.1079, -2103046.4694 2741407.4362, -2103046.7425 2741391.63, -2103047.6651 2741376.1297, -2103042.5452 2741317.5805, -2103040.6292 2741291.8571, -2103037.7181 2741268.9735, -2103031.994 2741227.6411, -2103021.337 2741135.8154, -2103018.5614 2741120.0448, -2103018.2756 2741116.2506, -2103017.9405 2741112.9057, -2103012.4314 2741069.4332, -2103010.797 2741051.4453, -2103008.2449 2741034.3487, -2103004.8731 2741008.5473, -2102989.7825 2741017.4673, -2102944.2838 2741030.1301, -2102750.6638 2741083.7606, -2102686.1498 2741101.646, -2102669.148 2741103.6297, -2102618.0933 2741110.0307, -2102601.1047 2741112.2503, -2102476.8004 2741065.9176, -2102430.4459 2741045.8654, -2102388.095 2741027.5643, -2102386.191 2741026.7755, -2102415.4035 2740994.272, -2102509.4108 2740891.5513, -2102513.3604 2740894.3299, -2102532.3648 2740908.2376, -2102539.7919 2740914.0047, -2102547.464 2740919.4956, -2102558.4493 2740927.695, -2102562.7327 2740930.4553, -2102566.6641 2740933.5765, -2102591.5613 2740951.7591, -2102606.7871 2740960.6192, -2102623.1623 2740968.0762, -2102633.217 2740971.5972, -2102643.1254 2740974.4957, -2102653.19 2740976.86, -2102663.7445 2740978.672, -2102683.7029 2740980.3358, -2102707.1077 2740979.7613, -2102767.4833 2740972.3768, -2102783.8903 2740969.0595, -2102800.3516 2740964.7146, -2102821.6622 2740957.2661, -2102941.0292 2740909.6259, -2102948.3433 2740907.3593, -2102951.8657 2740905.143, -2102965.7326 2740900.967, -2102978.0223 2740898.5328, -2102994.8029 2740895.9049, -2103004.8549 2740892.7001, -2103035.2692 2740883.0452, -2103045.4413 2740879.9915, -2103090.2553 2740867.7082, -2103224.6675 2740830.9669, -2103269.5267 2740818.8137, -2103310.6648 2740807.3112, -2103434.0178 2740773.0187, -2103475.2009 2740761.6462, -2103515.1821 2740750.7337, -2103635.1268 2740717.9975, -2103675.153 2740707.2148, -2103715.5758 2740696.2005, -2103836.8448 2740663.1586, -2103877.3126 2740652.274, -2103882.584 2740703.5647, -2103888.2506 2740751.2604, -2103897.2663 2740827.0714, -2103897.5367 2740849.9951, -2103904.0104 2740904.1889, -2103906.7494 2740950.1, -2103907.3282 2740958.5027, -2103909.2916 2740983.7774, -2103909.9904 2740992.3312, -2103911.4749 2741002.9703, -2103915.8343 2741035.2083, -2103917.2874 2741045.9543, -2103917.7997 2741049.815, -2103919.3496 2741061.6329, -2103919.9062 2741065.6227, -2103921.1544 2741080.7152, -2103924.9879 2741126.2509, -2103926.2806 2741141.4723, -2103935.3702 2741220.668, -2103945.4138 2741310.3476, -2103923.3815 2741266.6745)))",44.945372624482765,-123.05423110523834
"Boston-Worcester-Providence, MA-RI-NH-CT",Large,14.398062342038752,Top,3513.5974997678363,1738.3627176692905,420.8643779837125,"MULTIPOLYGON (((-72.24431068492471 41.7171447554964, -72.24420268487022 41.71713675625118, -72.24299768680038 41.71705375707761, -72.24014669039884 41.71682876046967, -72.23987569057128 41.71680576108304, -72.23955569072565 41.71677776083781, -72.23935869044844 41.7167617613052, -72.23884269135387 41.71672776183579, -72.23859469161172 41.716713761479056, -72.23827469160399 41.71669676241933, -72.23821969228312 41.71669276315657, -72.2380536919209 41.7166807625681, -72.23799969263617 41.71667776247567, -72.23771969279686 41.71665776290083, -72.2376456919171 41.716652763837175, -72.23688169354364 41.71659776389038, -72.23660269460628 41.71657876398001, -72.23611669438665 41.71653876486557, -72.23517269497965 41.716462765420914, -72.23465869564853 41.7164277667941, -72.23427169628823 41.7164027663537, -72.23417269598175 41.71639776766377, -72.23392969716267 41.71638476725302, -72.23372069669455 41.71637676744083, -72.23358769722692 41.71637276794917, -72.23261169773728 41.71637576911608, -72.2323666985791 41.716376769102745, -72.23191569982465 41.71637876950871, -72.23219869838817 41.716525769014744, -72.232540699195 41.71670376833455, -72.23302669819772 41.71700476760324, -72.2332986978357 41.71717376736175, -72.23364469817085 41.71739576741337, -72.23460269817907 41.718013764758766, -72.23467569759694 41.71807376511283, -72.23499469747615 41.718335763689204, -72.23514169845961 41.718474763245396, -72.2355836977097 41.718893763409234, -72.23573169692347 41.719033762729325, -72.23541769840054 41.719234762677004, -72.23447469991687 41.719840762512845, -72.2341617014967 41.720042763012465, -72.23397170113019 41.720165762510206, -72.23366570120254 41.720358763401855, -72.2327927038682 41.720920763921434, -72.23221370435799 41.721293763496604, -72.2314427055028 41.721774763811226, -72.23114670618138 41.721978764109714, -72.23108370702494 41.72203776305584, -72.2310517066866 41.72207476431821, -72.23102470747966 41.72212676373556, -72.23099270640431 41.72224476412305, -72.23094370735436 41.722575763218735, -72.23086470809959 41.72263976347682, -72.23079470777573 41.72270676295067, -72.23036870864368 41.723123763925514, -72.23029470861236 41.72319776357611, -72.23022470911756 41.72325976385701, -72.23033570900284 41.723328763084886, -72.23066870903851 41.72353876330869, -72.23077970842031 41.72360876269266, -72.23059270981867 41.7237857627025, -72.23052370909636 41.72385176191508, -72.23047270966869 41.723893761741586, -72.23042770954974 41.723937762592854, -72.23036470983284 41.72402176270982, -72.23024371018703 41.724250761794785, -72.23016571092681 41.72441876175833, -72.2301157104077 41.72452876233848, -72.23006171042971 41.724654761977746, -72.22986871170983 41.72507076217069, -72.22970171241968 41.72538576200757, -72.2296967129721 41.72539676136842, -72.22962671252228 41.7254747614314, -72.22957171228276 41.725513760895154, -72.22949971287234 41.72553876121377, -72.2292507132095 41.72559876167229, -72.22895671359545 41.725661762637635, -72.22736871517772 41.72602076342139, -72.2265747166202 41.72620176405521, -72.22647071717347 41.72594576386243, -72.22615871637387 41.72517976531061, -72.22605571580017 41.7249247654974, -72.22600571642839 41.72479776628123, -72.22583571586176 41.724382766542305, -72.22517171515997 41.72276076856209, -72.22510871428942 41.72262376861463, -72.22503771417354 41.72248477009881, -72.2248987147304 41.72224577020602, -72.22484871405263 41.722165770283404, -72.22471271428022 41.721979769988835, -72.22455771381291 41.7217667707821, -72.22434071406097 41.72145577096648, -72.22416371382775 41.72117577250551, -72.2241507137491 41.72115477209374, -72.22405971470724 41.72098277264149, -72.22400571380676 41.72089377237572, -72.22385771331467 41.72062777338228, -72.22358271264986 41.7201327738908, -72.22345371323078 41.71989077435941, -72.22342571312745 41.719825774388525, -72.22334771292323 41.71964477448245, -72.22331471315488 41.71954377406238, -72.22330271381632 41.71944877434716, -72.22328471380382 41.719290775192356, -72.22328271326873 41.71916477556504, -72.22328271278442 41.71907077554772, -72.22331371199017 41.71890177551601, -72.2233467116275 41.71873177575122, -72.22345171183593 41.71840577623772, -72.22350571118344 41.71824277619136, -72.22354171086123 41.718129776160104, -72.22365271074396 41.7177907759267, -72.22368971064765 41.71767877637311, -72.22381071085864 41.717306777191865, -72.22397670894885 41.71680077687392, -72.22415370857547 41.716253777800446, -72.22417370820088 41.716193777518164, -72.22429570807908 41.7158227778632, -72.22487770567344 41.71393477953948, -72.22485670512874 41.71393577968181, -72.22466570483263 41.71386677949566, -72.22397270552939 41.7137417812791, -72.2237217060267 41.71369678118258, -72.22351270706731 41.71366078098632, -72.22292870766886 41.713580781694574, -72.22273070754359 41.71355478198896, -72.22259770762066 41.71353578207604, -72.22234970660492 41.71350278228191, -72.22219970748745 41.71347778290551, -72.222067707392 41.71345678310856, -72.22085170851904 41.713299784516735, -72.22061770873114 41.71326778446656, -72.21963471091384 41.71315878592942, -72.21936971074311 41.71312978568172, -72.21876971178084 41.71306478728558, -72.21857571139232 41.713044787448425, -72.21831171156877 41.71301878784699, -72.21842771242508 41.712936787048164, -72.21866071085013 41.71277478680727, -72.21876471036757 41.712680787362466, -72.21887071029683 41.712586787158756, -72.21891671072842 41.71254678727833, -72.21905471038355 41.71242878705036, -72.21910170998751 41.71238978738364, -72.2192477101897 41.712264787563804, -72.21968570878049 41.71189078729323, -72.21983270893158 41.71176678672089, -72.22004070767615 41.71158878686519, -72.22002970799663 41.71161478723425, -72.22076770722683 41.711666786561665, -72.22131070683427 41.71167278549952, -72.22149170593343 41.71167478571723, -72.22243270529168 41.711824784419555, -72.22295470411679 41.711863783412014, -72.22443770248742 41.711637783280345, -72.22482670222153 41.7115367821533, -72.22525570163701 41.71147078180708, -72.2259007008921 41.711371781005525, -72.2262766996672 41.71133178052596, -72.22692069927682 41.71126378034971, -72.22808969759419 41.71125377907228, -72.22909369702737 41.71120277787996, -72.2291076967739 41.71120177860144, -72.22935969698527 41.71125177813743, -72.22996369545476 41.71137477705693, -72.2303616963377 41.71149177637836, -72.2306686957196 41.7115827770888, -72.23078069519667 41.71161577615309, -72.23120569496164 41.711740775921754, -72.23190669388669 41.7119737748639, -72.2320286939858 41.712016774382604, -72.23244169380203 41.71216277383122, -72.23245369315691 41.712139774028195, -72.23157869404274 41.71172777494115, -72.23171069399574 41.711774775623745, -72.2321326941869 41.71185677479617, -72.23256469339171 41.711976772975795, -72.23347969252306 41.71234477322505, -72.23365569306765 41.71239377235423, -72.2338756922618 41.71240477167742, -72.23411769208352 41.71244877126864, -72.2343146918 41.712546771302634, -72.23444669136062 41.712678771062976, -72.23460769272918 41.71276077031915, -72.23478369243553 41.71279377100341, -72.2349886911724 41.71282677053513, -72.23511369102354 41.71288177026402, -72.2351426914991 41.71295776984681, -72.23512069173032 41.71297476959252, -72.2349446923005 41.713002770455674, -72.23455669275833 41.71291977104837, -72.23435869315752 41.712832771265724, -72.23425669188542 41.71286577147192, -72.23416169308045 41.71296977056995, -72.23419769300857 41.7130187711996, -72.23471769251309 41.71316677011081, -72.23493069129637 41.71319976991265, -72.23533369129413 41.71320476921284, -72.23597069041438 41.71306176880989, -72.23629969013419 41.71291976930827, -72.23662169017837 41.71281476863834, -72.23695868864776 41.712825768413104, -72.23722968895676 41.71287476791346, -72.23765468873727 41.71299576763407, -72.23788868901964 41.71311676705361, -72.2379466883633 41.71316676652039, -72.23805768811272 41.713352766252804, -72.2380636893324 41.713361766176014, -72.23816068846713 41.71348276633494, -72.23882568869934 41.71385376542535, -72.23921268863032 41.71403876502888, -72.23927968779893 41.714072764983065, -72.23941968748045 41.714131764096905, -72.23955868731639 41.71419076454155, -72.24022968730836 41.7145287628738, -72.24137868674605 41.715308761342754, -72.24185668594237 41.71568275909291, -72.24219668688922 41.715966759499686, -72.24229268676451 41.7160477592166, -72.24281368598136 41.71644575762314, -72.24290068707728 41.716481757695874, -72.24320868620488 41.71660975767374, -72.24353968543195 41.71670875730924, -72.24392468466837 41.716807756954736, -72.2442456857269 41.71692275607183, -72.24431068492471 41.7171447554964)))",43.9,5.2,68.3,7.1,4.0,9.3,29.5,89258.0,10.7,34.3,37.0,18.0,397500.0,1393.0,39.8,1265349.79,1877892.65,856391.03,4715243.29,"MULTIPOLYGON (((1941830.615 2323240.318, 1941839.4799 2323241.6575, 1941938.2159 2323257.2813, 1942172.615 2323291.1487, 1942194.9403 2323294.1935, 1942221.3256 2323297.6976, 1942237.5348 2323299.9891, 1942279.7723 2323306.8487, 1942300.0077 2323310.3994, 1942326.0884 2323315.0966, 1942330.6008 2323315.7871, 1942344.2183 2323317.8788, 1942348.623 2323318.6572, 1942371.5855 2323322.2117, 1942377.6463 2323323.1822, 1942440.3129 2323332.8347, 1942463.1676 2323336.4774, 1942503.1703 2323342.0746, 1942580.824 2323353.1308, 1942622.929 2323359.8431, 1942654.5932 2323365.0435, 1942662.6547 2323366.5253, 1942682.4621 2323370.0832, 1942699.4101 2323373.4883, 1942710.1649 2323375.7735, 1942788.1916 2323396.051, 1942807.7713 2323401.168, 1942843.8095 2323410.6049, 1942817.0899 2323420.7566, 1942784.7899 2323433.0631, 1942737.5595 2323455.7613, 1942711.1112 2323468.5234, 1942677.273 2323485.519, 1942583.491 2323532.9376, 1942575.9874 2323537.9505, 1942543.203 2323559.8351, 1942527.5896 2323571.9003, 1942480.6145 2323608.2927, 1942464.8937 2323620.446, 1942484.4565 2323648.656, 1942543.1411 2323733.632, 1942562.5955 2323761.9302, 1942574.3944 2323779.1492, 1942593.5377 2323806.3287, 1942647.8362 2323885.1042, 1942683.8407 2323937.3793, 1942732.2181 2324005.2885, 1942750.2552 2324033.4564, 1942753.6626 2324041.1407, 1942755.1986 2324045.8064, 1942755.919 2324051.9959, 1942755.2117 2324065.4432, 1942749.9654 2324102.3304, 1942754.5146 2324110.884, 1942758.2606 2324119.5788, 1942780.8007 2324173.4969, 1942784.6728 2324183.0324, 1942788.5571 2324191.1852, 1942777.7636 2324196.3966, 1942745.3 2324212.3564, 1942734.4789 2324217.6763, 1942744.5406 2324240.6886, 1942748.2342 2324249.2545, 1942751.152 2324254.8505, 1942753.5343 2324260.5408, 1942756.2491 2324270.9356, 1942759.5891 2324298.2362, 1942761.1776 2324318.0445, 1942762.132 2324330.9924, 1942762.9633 2324345.7566, 1942766.8851 2324394.8028, 1942771.5237 2324432.3675, 1942771.6191 2324433.6622, 1942775.0601 2324443.5496, 1942778.381 2324448.9021, 1942783.4499 2324453.0844, 1942801.7128 2324464.6797, 1942823.4934 2324477.5203, 1942940.619 2324548.9065, 1942999.1395 2324584.7629, 1943014.5528 2324559.1352, 1943060.7378 2324482.4693, 1943076.0437 2324456.9297, 1943083.5627 2324444.1835, 1943108.6623 2324402.6676, 1943206.7291 2324240.3971, 1943215.5658 2324226.8326, 1943225.098 2324213.215, 1943242.842 2324190.1463, 1943249.0594 2324182.4956, 1943265.0952 2324165.1115, 1943283.3995 2324145.1889, 1943309.3802 2324115.9095, 1943331.3013 2324089.1732, 1943332.9234 2324087.1623, 1943344.9705 2324070.376, 1943351.7575 2324061.8314, 1943370.9703 2324036.0199, 1943406.6906 2323987.9787, 1943423.7182 2323964.3806, 1943427.7597 2323957.9063, 1943439.0162 2323939.8785, 1943444.4552 2323929.6035, 1943448.0474 2323919.5496, 1943453.8652 2323902.7884, 1943457.5161 2323889.1692, 1943460.1204 2323878.9783, 1943462.3218 2323860.0224, 1943464.3908 2323840.9172, 1943465.0198 2323803.427, 1943465.2143 2323784.6512, 1943465.464 2323771.6642, 1943465.9729 2323732.6418, 1943466.1148 2323719.7428, 1943466.7375 2323676.9383, 1943467.4714 2323618.6859, 1943468.4605 2323555.7636, 1943468.5222 2323548.8497, 1943469.0368 2323506.133, 1943474.7635 2323289.544, 1943476.4165 2323290.0819, 1943493.6141 2323286.5073, 1943552.5389 2323287.1281, 1943573.8735 2323287.3827, 1943591.5974 2323287.7541, 1943640.5522 2323291.0249, 1943657.1188 2323292.2557, 1943668.2894 2323292.916, 1943689.0516 2323294.4106, 1943701.7489 2323294.7682, 1943712.8949 2323295.1913, 1943814.5631 2323303.0418, 1943834.1771 2323304.3588, 1943915.868 2323312.6487, 1943937.8799 2323314.9253, 1943987.6997 2323320.1519, 1944003.78 2323321.9521, 1944025.6287 2323324.5338, 1944018.6173 2323313.2709, 1944004.4592 2323290.9417, 1943998.7407 2323278.6235, 1943992.8621 2323266.2643, 1943990.289 2323260.9868, 1943982.5144 2323245.3711, 1943979.8336 2323240.1816, 1943971.6126 2323223.6434, 1943946.9218 2323174.1372, 1943938.5929 2323157.6869, 1943926.8783 2323134.1346, 1943927.0382 2323137.1784, 1943866.5329 2323127.7202, 1943822.9086 2323117.2639, 1943808.3672 2323113.7786, 1943728.8998 2323110.7939, 1943686.0419 2323104.3456, 1943573.6131 2323049.5135, 1943545.2779 2323030.6079, 1943512.7716 2323014.679, 1943463.8919 2322990.7552, 1943434.907 2322978.7293, 1943385.2482 2322958.1874, 1943291.9642 2322933.1983, 1943213.0213 2322907.1391, 1943211.9285 2322906.7445, 1943190.3746 2322907.0125, 1943138.6264 2322907.9976, 1943103.5316 2322912.5445, 1943076.4403 2322916.1335, 1943066.5624 2322917.4212, 1943029.0853 2322922.2838, 1942966.5275 2322933.2127, 1942955.5723 2322935.3803, 1942918.4743 2322942.7655, 1942918.1509 2322940.0266, 1942999.5922 2322913.2481, 1942987.7258 2322915.645, 1942951.6798 2322915.9073, 1942913.7812 2322920.0851, 1942830.3575 2322941.2765, 1942814.9143 2322942.9908, 1942797.002 2322939.6858, 1942776.415 2322939.5089, 1942757.9342 2322946.1066, 1942743.7142 2322957.7193, 1942728.5577 2322963.3182, 1942713.5577 2322963.2982, 1942696.2368 2322962.6853, 1942684.7094 2322966.093, 1942680.2838 2322973.7399, 1942681.5738 2322976.0327, 1942694.8845 2322982.6663, 1942728.2364 2322981.5993, 1942746.4925 2322976.2146, 1942753.7423 2322981.8776, 1942758.4655 2322995.095, 1942754.2273 2322999.6716, 1942708.5109 2323005.0872, 1942690.5498 2323004.3108, 1942658.1574 2322996.6147, 1942611.1351 2322968.0896, 1942588.7356 2322945.9691, 1942565.8717 2322928.0031, 1942538.5953 2322922.3072, 1942515.5489 2322922.0803, 1942478.1835 2322926.5119, 1942456.1049 2322934.8476, 1942450.0785 2322939.083, 1942436.0446 2322956.9801, 1942435.3151 2322957.8332, 1942424.2015 2322968.9693, 1942360.7062 2322995.6007, 1942324.6107 2323007.7485, 1942318.3071 2323010.0654, 1942305.4688 2323013.6007, 1942292.7105 2323017.1566, 1942229.6496 2323040.0885, 1942116.0964 2323101.1738, 1942067.4867 2323131.9542, 1942032.4132 2323155.7974, 1942022.4877 2323162.6176, 1941969.7729 2323195.122, 1941961.8134 2323197.2473, 1941933.6201 2323204.8313, 1941904.3889 2323208.8012, 1941870.836 2323211.6678, 1941841.9622 2323217.5769, 1941830.615 2323240.318)))",41.717093301093456,-72.22982940710958
