csa name,csa_size,csa walk score,walkability ranking,pop density per sq mile,worker density per sq mile,avg distance to public transit,geometry,bachelor's degree or higher %,unemployment rate %,car drove to work %,public transportation %,walked to work %,poverty rate %,mean travel time to work (minutes),median household income (dollars),no vehicles available %,1 vehicle available %,2 vehicles available %,3 or more vehicles available %,median home value,median rent,median age (years),accommodation and food services revenue,arts entertainment and recreation revenue,other services (except public administration) revenue,retail trade revenue per establishment
"Portland-Vancouver-Salem, OR-WA",Large,14.729044117647058,Top,2653.8754416904044,1241.0837243350677,464.29375,"MULTIPOLYGON (((-2103923.3815 2741266.6744999997, -2103743.3556999993 2741356.8452000003, -2103546.2474000007 2741410.0141000003, -2103546.6982000005 2741417.4515000004, -2103548.1262999997 2741439.7859000005, -2103548.6216 2741447.3522999994, -2103335.7689999994 2741450.8093, -2103043.0657 2741462.5637, -2103045.6717000008 2741436.540100001, -2103046.2818 2741422.1078999992, -2103046.4694 2741407.4362000003, -2103046.7424999997 2741391.630000001, -2103047.665100001 2741376.1296999995, -2103042.5451999996 2741317.580499999, -2103040.6292000003 2741291.8571000006, -2103037.7181 2741268.9735000003, -2103031.994000001 2741227.6411000006, -2103021.3369999994 2741135.8154000007, -2103018.5614 2741120.0448000003, -2103018.2755999994 2741116.250600001, -2103017.9405000005 2741112.9057, -2103012.431399999 2741069.4332, -2103010.7970000003 2741051.4453, -2103008.2448999994 2741034.3487, -2103004.8730999995 2741008.5472999997, -2102989.7825000007 2741017.4672999997, -2102944.2838000003 2741030.1301000006, -2102750.6637999993 2741083.7606000006, -2102686.1498000007 2741101.6459999997, -2102669.148 2741103.6296999995, -2102618.0933 2741110.0307, -2102601.104699999 2741112.2502999995, -2102476.8004 2741065.9176000003, -2102430.4459000006 2741045.8653999995, -2102388.0950000007 2741027.5643000007, -2102386.1909999996 2741026.7754999995, -2102415.4035 2740994.272, -2102509.4108000007 2740891.5513000004, -2102513.3604000006 2740894.3299000002, -2102532.3648000006 2740908.2376000006, -2102539.7918999996 2740914.0046999995, -2102547.4639999997 2740919.4956, -2102558.4493000004 2740927.6950000003, -2102562.7326999996 2740930.4552999996, -2102566.6641000006 2740933.5765000004, -2102591.5613 2740951.7590999994, -2102606.7871000003 2740960.6192000005, -2102623.1623 2740968.076199999, -2102633.217 2740971.5972000007, -2102643.1253999993 2740974.4957, -2102653.1899999995 2740976.8599999994, -2102663.7445 2740978.6720000003, -2102683.7029 2740980.3357999995, -2102707.1076999996 2740979.7612999994, -2102767.4833000004 2740972.3768000007, -2102783.8903 2740969.0594999995, -2102800.3516000006 2740964.7146000005, -2102821.6622 2740957.2661000006, -2102941.0292000007 2740909.6259000003, -2102948.3433 2740907.3593000006, -2102951.865700001 2740905.142999999, -2102965.7325999998 2740900.967, -2102978.0222999994 2740898.5328, -2102994.8028999995 2740895.9048999995, -2103004.8549000006 2740892.700099999, -2103035.269200001 2740883.0451999996, -2103045.441299999 2740879.9914999995, -2103090.2553000003 2740867.7082, -2103224.6675000004 2740830.9669000003, -2103269.5266999993 2740818.8137, -2103310.6647999994 2740807.3112000003, -2103434.0177999996 2740773.0187, -2103475.2008999996 2740761.6461999994, -2103515.1821 2740750.7336999997, -2103635.1268000007 2740717.9975000005, -2103675.153000001 2740707.2148, -2103715.5757999998 2740696.2005000003, -2103836.844799999 2740663.1586000007, -2103877.3126 2740652.274, -2103882.5840000007 2740703.5647, -2103888.250600001 2740751.260399999, -2103897.2663000003 2740827.0714, -2103897.536699999 2740849.995100001, -2103904.010399999 2740904.1888999995, -2103906.749399999 2740950.0999999996, -2103907.3281999994 2740958.502699999, -2103909.2916 2740983.7774, -2103909.9903999995 2740992.3312, -2103911.4749 2741002.9703, -2103915.8343 2741035.2083, -2103917.2874 2741045.9542999994, -2103917.7996999994 2741049.8149999995, -2103919.3496000003 2741061.6328999996, -2103919.906199999 2741065.6227, -2103921.1544000003 2741080.7151999995, -2103924.9879 2741126.2509000003, -2103926.2806 2741141.4723000005, -2103935.3702000007 2741220.6679999996, -2103945.4137999993 2741310.3476, -2103923.3815 2741266.6744999997)))",37.8,5.3,68.0,4.1,3.1,10.7,26.0,78223.0,7.3,30.9,37.8,24.1,392200.0,1361.0,38.4,1057743.98,1286849.02,926977.83,4800666.11
"Boston-Worcester-Providence, MA-RI-NH-CT",Large,14.398062342038752,Top,3513.5974997678363,1738.3627176692905,420.8643779837125,"MULTIPOLYGON (((1941830.6149999984 2323240.318, 1941839.4798999988 2323241.6575000007, 1941938.2159000002 2323257.281300001, 1942172.6149999984 2323291.1487000007, 1942194.940299999 2323294.193499999, 1942221.3255999982 2323297.6975999996, 1942237.5348000005 2323299.9891, 1942279.7723000012 2323306.8487, 1942300.0077 2323310.3993999995, 1942326.0883999988 2323315.0966, 1942330.6008000001 2323315.7871000003, 1942344.2182999998 2323317.878799999, 1942348.6229999997 2323318.6571999993, 1942371.5854999982 2323322.2117, 1942377.6462999992 2323323.1821999997, 1942440.3128999993 2323332.8346999995, 1942463.1675999984 2323336.4773999993, 1942503.1702999994 2323342.0746, 1942580.824000001 2323353.1307999995, 1942622.9290000014 2323359.8431, 1942654.5931999981 2323365.0435000006, 1942662.6546999998 2323366.5253, 1942682.4620999992 2323370.0832, 1942699.4101000018 2323373.4882999994, 1942710.1649000011 2323375.773499999, 1942788.1915999986 2323396.051000001, 1942807.7712999992 2323401.1679999996, 1942843.8095000014 2323410.6049000006, 1942817.0898999982 2323420.7566, 1942784.7899000011 2323433.063100001, 1942737.5595000014 2323455.7612999994, 1942711.111200001 2323468.5233999994, 1942677.2729999982 2323485.5189999994, 1942583.4910000004 2323532.9376, 1942575.987399999 2323537.9505000003, 1942543.2030000016 2323559.8351000007, 1942527.5896000005 2323571.9003, 1942480.614500001 2323608.2927, 1942464.8937 2323620.4460000005, 1942484.4565000013 2323648.6559999995, 1942543.1411000006 2323733.6319999993, 1942562.5954999998 2323761.9301999994, 1942574.3944000006 2323779.1492, 1942593.5377000012 2323806.3287000004, 1942647.8361999989 2323885.1042, 1942683.8407000005 2323937.3793, 1942732.2181000002 2324005.2885, 1942750.2551999986 2324033.4563999996, 1942753.6625999995 2324041.1406999994, 1942755.1986000016 2324045.806399999, 1942755.9189999998 2324051.9958999995, 1942755.2116999999 2324065.4431999996, 1942749.9653999992 2324102.3303999994, 1942754.5146000013 2324110.8839999996, 1942758.2606000006 2324119.5788000003, 1942780.8007000014 2324173.4968999997, 1942784.6728000008 2324183.032400001, 1942788.5571000017 2324191.1852, 1942777.7635999992 2324196.3966000006, 1942745.3000000007 2324212.3564, 1942734.4789000005 2324217.6763000004, 1942744.5406000018 2324240.6886, 1942748.2342000008 2324249.2545, 1942751.1519999988 2324254.8505000006, 1942753.5342999995 2324260.5407999996, 1942756.2490999997 2324270.9355999995, 1942759.5890999995 2324298.236199999, 1942761.1776 2324318.044500001, 1942762.1319999993 2324330.9924, 1942762.9633000009 2324345.7566, 1942766.8850999996 2324394.8027999997, 1942771.5236999989 2324432.3674999997, 1942771.6191000007 2324433.6622, 1942775.0601000004 2324443.5495999996, 1942778.381000001 2324448.9021000005, 1942783.4499000013 2324453.0844, 1942801.7127999999 2324464.6797, 1942823.4934 2324477.520300001, 1942940.618999999 2324548.9065000005, 1942999.1394999996 2324584.7629000004, 1943014.5527999997 2324559.1351999994, 1943060.7377999984 2324482.4693, 1943076.0436999984 2324456.9297, 1943083.5626999997 2324444.1834999993, 1943108.6623000018 2324402.6676000003, 1943206.7291 2324240.3970999997, 1943215.5658 2324226.8325999994, 1943225.0980000012 2324213.215, 1943242.8420000002 2324190.146299999, 1943249.0593999997 2324182.4956, 1943265.0951999985 2324165.1115000006, 1943283.3995000012 2324145.1888999995, 1943309.3801999986 2324115.909499999, 1943331.3013000004 2324089.1732, 1943332.9233999997 2324087.1623, 1943344.9704999998 2324070.376, 1943351.7575000003 2324061.8313999996, 1943370.9703000002 2324036.0198999997, 1943406.6906000003 2323987.978700001, 1943423.7181999981 2323964.3806, 1943427.7597000003 2323957.906300001, 1943439.0161999986 2323939.8784999996, 1943444.4552000016 2323929.6034999993, 1943448.0474000014 2323919.5495999996, 1943453.8652000017 2323902.7884, 1943457.5161000006 2323889.1691999994, 1943460.1204000004 2323878.9782999996, 1943462.321800001 2323860.022399999, 1943464.3907999992 2323840.917199999, 1943465.0198 2323803.426999999, 1943465.2142999992 2323784.6512, 1943465.4640000015 2323771.6642000005, 1943465.9728999995 2323732.6417999994, 1943466.1147999987 2323719.742799999, 1943466.7375000007 2323676.9383000005, 1943467.4714000002 2323618.685900001, 1943468.4604999982 2323555.7635999992, 1943468.5221999995 2323548.8497, 1943469.0368000008 2323506.1329999994, 1943474.7635000013 2323289.5439999998, 1943476.4164999984 2323290.0819000006, 1943493.6141000018 2323286.5073000006, 1943552.538899999 2323287.1281000003, 1943573.8735000007 2323287.3827, 1943591.5973999985 2323287.7541000005, 1943640.5522000007 2323291.0249000005, 1943657.1187999994 2323292.2556999996, 1943668.2894000001 2323292.9159999993, 1943689.0516000018 2323294.410599999, 1943701.7489 2323294.7682000007, 1943712.8949000016 2323295.191299999, 1943814.563099999 2323303.0418, 1943834.177099999 2323304.3587999996, 1943915.8680000007 2323312.6487000007, 1943937.879900001 2323314.9253000002, 1943987.6997000016 2323320.151900001, 1944003.7800000012 2323321.9520999994, 1944025.6286999993 2323324.5338000003, 1944018.6173 2323313.2709, 1944004.4591999985 2323290.9417000003, 1943998.740699999 2323278.6235000007, 1943992.8621000014 2323266.2643, 1943990.2890000008 2323260.9868, 1943982.5144000016 2323245.371099999, 1943979.8335999995 2323240.1816000007, 1943971.6125999987 2323223.6434000004, 1943946.9217999987 2323174.1371999998, 1943938.5929000005 2323157.686899999, 1943926.8783 2323134.1346000005, 1943927.0381999984 2323137.1784000006, 1943866.5329000019 2323127.7202000003, 1943822.9085999988 2323117.2639000006, 1943808.3671999983 2323113.7786, 1943728.8997999988 2323110.7939, 1943686.0419000015 2323104.3455999997, 1943573.6130999997 2323049.5134999994, 1943545.2778999992 2323030.6078999992, 1943512.7716000006 2323014.6789999995, 1943463.8918999992 2322990.7552000005, 1943434.9070000015 2322978.7293, 1943385.2481999993 2322958.1874, 1943291.9642000012 2322933.1983000003, 1943213.0212999992 2322907.1391000003, 1943211.9285000004 2322906.7445, 1943190.3746000007 2322907.0124999993, 1943138.6264000013 2322907.9976000004, 1943103.5315999985 2322912.544500001, 1943076.440299999 2322916.1335000005, 1943066.5623999983 2322917.4211999997, 1943029.0852999985 2322922.2838000003, 1942966.5274999999 2322933.2127, 1942955.5722999983 2322935.3803000003, 1942918.4743000008 2322942.7654999997, 1942918.1508999988 2322940.0265999995, 1942999.5921999998 2322913.2480999995, 1942987.7258000001 2322915.6449999996, 1942951.6798 2322915.907299999, 1942913.7811999992 2322920.0851000007, 1942830.3575000018 2322941.2764999997, 1942814.9142999984 2322942.9908000007, 1942797.0020000003 2322939.685799999, 1942776.414999999 2322939.5089, 1942757.9342 2322946.1065999996, 1942743.7142000012 2322957.7193, 1942728.5577000007 2322963.3181999996, 1942713.5577000007 2322963.2982, 1942696.2368 2322962.6853, 1942684.7093999982 2322966.0930000003, 1942680.2837999985 2322973.7399000004, 1942681.5738000013 2322976.0327000003, 1942694.8845000006 2322982.6663000006, 1942728.2364000008 2322981.599300001, 1942746.4924999997 2322976.2146000005, 1942753.7423 2322981.8775999993, 1942758.4655000009 2322995.0950000007, 1942754.2272999994 2322999.671599999, 1942708.5108999982 2323005.087200001, 1942690.549800001 2323004.310799999, 1942658.1574000008 2322996.6147000007, 1942611.1350999996 2322968.0896000005, 1942588.7355999984 2322945.9691000003, 1942565.8717 2322928.0031000003, 1942538.5953000002 2322922.3071999997, 1942515.5489000008 2322922.0802999996, 1942478.1834999993 2322926.5119000003, 1942456.1048999988 2322934.8476, 1942450.078499999 2322939.0830000006, 1942436.0445999987 2322956.9801000003, 1942435.3150999993 2322957.8332, 1942424.2014999986 2322968.9693, 1942360.7062 2322995.6007000003, 1942324.6107 2323007.7485000007, 1942318.3071000017 2323010.0654000007, 1942305.4688000008 2323013.6007000003, 1942292.7104999982 2323017.1566000003, 1942229.6495999992 2323040.0885000005, 1942116.0964000002 2323101.173800001, 1942067.4866999984 2323131.9541999996, 1942032.4131999984 2323155.7973999996, 1942022.4877000004 2323162.6175999995, 1941969.7729000002 2323195.1219999995, 1941961.8134000003 2323197.247300001, 1941933.620099999 2323204.8312999997, 1941904.3889000006 2323208.8012000006, 1941870.8359999992 2323211.6678, 1941841.9622000009 2323217.5768999998, 1941830.6149999984 2323240.318)))",43.9,5.2,68.3,7.1,4.0,9.3,29.5,89258.0,10.7,34.3,37.0,18.0,397500.0,1393.0,39.8,1265349.79,1877892.65,856391.03,4715243.29
"Pittsburgh-New Castle-Weirton, PA-OH-WV",Large,14.393636699963004,Top,3183.827837965143,1519.0095843613415,399.09418423973364,"MULTIPOLYGON (((1311957.5219999999 2063778.1482999995, 1312070.8346000016 2063871.4287999999, 1312279.4059999995 2064042.2651000004, 1312302.3704000004 2064061.6538999993, 1312366.4232 2064220.1907000002, 1312402.5914999992 2064309.8029999994, 1312411.1350999996 2064330.9872999992, 1312433.9452 2064387.4835, 1312438.1524999999 2064397.9513000008, 1312443.7654 2064411.7197999991, 1312321.6816999987 2064622.8860999998, 1312002.4131999984 2064831.6996, 1312006.9783999994 2064844.6114000008, 1312104.4420000017 2065114.3259999994, 1312125.8969999999 2065174.3422999997, 1312130.076200001 2065185.4867000002, 1312194.8548000008 2065092.3934000004, 1312347.0031000003 2064874.3210000005, 1312361.6598000005 2064853.261, 1312376.4688000008 2064863.9082999993, 1312406.6385000013 2064884.9543999992, 1312411.1185999997 2064880.0243999995, 1312413.2534000017 2064876.4061999992, 1312415.9028000012 2064873.7824000008, 1312418.1019000001 2064870.2884999998, 1312423.7320000008 2064864.0741000008, 1312437.1622000001 2064851.8938999996, 1312458.3557000011 2064833.9690000005, 1312459.4503000006 2064833.0162000004, 1312468.741700001 2064823.2113000005, 1312484.4184000008 2064804.7062999997, 1312496.9461999983 2064795.8958, 1312501.3266000003 2064787.9967, 1312504.2705000006 2064784.6271000002, 1312516.8288000003 2064748.1141999997, 1312525.9043999985 2064727.3719999995, 1312534.2668000013 2064718.547700001, 1312536.881099999 2064712.0570999999, 1312543.7540000007 2064702.9843000006, 1312548.8440999985 2064691.3425999992, 1312554.0687000006 2064687.5588000007, 1312554.8894999996 2064682.1316, 1312560.372299999 2064676.8012000006, 1312571.8469999991 2064658.5033999998, 1312579.2065999992 2064651.1015000008, 1312593.5386000015 2064638.6176999994, 1312601.4820000008 2064641.9876000006, 1312611.4019999988 2064646.2551000006, 1312614.381099999 2064646.7522999998, 1312627.5401999988 2064645.8827, 1312635.5560999997 2064630.9821000006, 1312636.4118999988 2064629.4217000008, 1312654.2971 2064608.9008000009, 1312666.3764999993 2064596.1547999997, 1312681.6378999986 2064582.6907000002, 1312705.4063999988 2064566.6722, 1312702.8145000003 2064563.8549000006, 1312701.9321999997 2064563.0263, 1312695.0573000014 2064555.2926000003, 1312692.3825999983 2064552.4614000004, 1312718.5458000004 2064528.2124000005, 1312745.0954000019 2064503.6873000003, 1312797.1369000003 2064456.3910000008, 1312823.3095000014 2064432.5980999991, 1312813.4937999994 2064421.0801, 1312783.7426000014 2064386.8162999991, 1312773.7243000008 2064375.491800001, 1312789.814199999 2064361.1440999992, 1312837.7806999981 2064318.3912000004, 1312853.7696999982 2064304.1404, 1312869.2804999985 2064289.6962000001, 1312915.7124000005 2064246.4604000002, 1312931.122200001 2064232.1129, 1312947.6468000002 2064213.636499999, 1312951.5298000015 2064208.7204999998, 1312960.9059999995 2064196.8860999998, 1312973.5780000016 2064177.5393000003, 1313003.1669000015 2064127.1767999995, 1313004.7038000003 2064124.5945999995, 1313018.7677999996 2064098.4396000002, 1313035.6675999984 2064104.2136000004, 1313055.4464000016 2064108.5376999993, 1313079.3178000003 2064112.296, 1313088.5868999995 2064113.8435999993, 1313116.1559000015 2064115.8345999997, 1313133.4723999985 2064115.5461999997, 1313163.2879999988 2064112.2347, 1313196.3784000017 2064106.6311000008, 1313236.6437 2064097.7970000003, 1313262.6799000017 2064094.1953999996, 1313267.0296999998 2064094.1268000007, 1313290.4893999994 2064093.7290000003, 1313310.0579000004 2064095.7475000005, 1313328.7793999985 2064099.7820999995, 1313339.4642999992 2064102.0206000004, 1313352.9803000018 2064106.6623999998, 1313376.3805 2064114.7717000004, 1313397.0938999988 2064125.7256000005, 1313422.3125 2064138.2267000005, 1313424.6477000006 2064139.5251000002, 1313444.4131999984 2064151.5700000003, 1313450.5267000012 2064155.2028, 1313468.8304999992 2064166.3223, 1313474.8427999988 2064170.0516999997, 1313478.4188 2064172.579500001, 1313488.9074000008 2064180.5768999998, 1313492.3636000007 2064183.3116999995, 1313492.2377999984 2064177.953400001, 1313491.8599999994 2064161.8785999995, 1313491.6328000017 2064156.6170000006, 1313491.3715999983 2064146.4667000007, 1313489.0791999996 2064133.7060000002, 1313488.5742999986 2064132.1455000006, 1313485.5991999991 2064123.4724000003, 1313479.6928999983 2064110.4488999993, 1313473.7201000005 2064101.388699999, 1313456.6667000018 2064073.1038000006, 1313445.116799999 2064054.1412000004, 1313438.3817000017 2064043.0232999995, 1313432.1057000011 2064033.2313, 1313396.3048 2063978.6498000007, 1313391.1576999985 2063972.7938, 1313375.450100001 2063955.2947000004, 1313362.5899999999 2063944.1761000007, 1313347.9723000005 2063934.921599999, 1313339.2925000004 2063931.8824000005, 1313324.7371000014 2063926.8400999997, 1313309.0309999995 2063924.1039000005, 1313277.3869999982 2063922.5673999991, 1313221.0467999987 2063928.8310000002, 1313214.0392000005 2063929.0237000007, 1313205.3852000013 2063929.3956000004, 1313191.2969000004 2063928.1788999997, 1313173.0267000012 2063921.9488999993, 1313169.4869000018 2063920.2222000007, 1313158.7663999982 2063915.1392, 1313155.125500001 2063913.5091999993, 1313149.9767999984 2063910.7191000003, 1313145.5819999985 2063908.5091999993, 1313134.6783999987 2063901.4649999999, 1313129.5850999989 2063898.3434999995, 1313111.9798000008 2063886.0924999993, 1313058.933699999 2063849.1877999995, 1313041.2270000018 2063837.0335000008, 1313029.110199999 2063828.0836999994, 1312992.6768999994 2063801.2205999997, 1312980.4587999992 2063792.3675999995, 1312974.575100001 2063787.8650000002, 1312956.9239000008 2063774.3576999996, 1312950.9389000013 2063769.9518999998, 1312936.7443000004 2063759.1790999994, 1312915.4155000001 2063743.2411000002, 1312893.6449000016 2063727.9105999991, 1312879.0912000015 2063717.7595000006, 1312872.1422999986 2063730.3399, 1312851.2589000016 2063768.3022000007, 1312844.2087999992 2063780.9792999998, 1312838.052099999 2063790.8531, 1312818.4945 2063825.9705999997, 1312808.8498000018 2063841.9619999994, 1312796.9853000008 2063865.6455000006, 1312786.7879000008 2063883.929300001, 1312781.6429000013 2063893.8584000003, 1312776.0557000004 2063905.4169999994, 1312769.6479999982 2063900.4866000004, 1312759.636500001 2063892.6834999993, 1312745.5617000014 2063881.704, 1312692.9653999992 2063843.6279000007, 1312660.6312999986 2063820.7437999994, 1312563.4624000005 2063752.0644000005, 1312531.0262999982 2063729.2773000002, 1312518.853599999 2063720.6597000007, 1312502.4246000014 2063707.4711000007, 1312488.3321999982 2063692.514799999, 1312480.6941 2063681.7015000004, 1312437.7784999982 2063597.3224, 1312430.3715999983 2063582.5733000003, 1312409.2925000004 2063534.542199999, 1312381.3845999986 2063473.9026999995, 1312373.9318999983 2063457.8969999999, 1312345.4167999998 2063395.7938, 1312322.4882000014 2063347.1138000004, 1312320.999400001 2063343.7994999997, 1312233.3018999994 2063360.0551999994, 1312220.3005000018 2063378.3260999992, 1312176.7879999988 2063439.7677999996, 1312149.2939000018 2063482.1928000003, 1312062.5247999988 2063616.8155000005, 1311957.5219999999 2063778.1482999995)))",35.0,5.4,73.7,4.3,3.1,11.0,26.5,64277.0,9.9,35.7,37.0,17.5,161900.0,872.0,42.9,991801.58,2618286.57,831129.66,8588975.75
"San Jose-San Francisco-Oakland, CA",Large,14.385814467566124,Top,3765.976977832649,1745.165110073391,439.34113880631145,"MULTIPOLYGON (((-2281091.020300001 2025181.9526000004, -2281090.180299999 2025183.9267999995, -2281083.581700001 2025196.4883999992, -2281074.8938999996 2025208.7969000004, -2281072.4956 2025211.488, -2281067.148600001 2025217.5277999993, -2281057.1897 2025226.4363000002, -2281044.7677999996 2025235.4507, -2281034.3695 2025241.1993000004, -2281022.0164 2025245.9169999994, -2281009.0482 2025248.7074999996, -2280997.0133999996 2025249.2007, -2280993.9581000004 2025249.4855000004, -2280970.8519 2025247.1336000003, -2280938.0342999995 2025240.3458999991, -2280839.4882999994 2025220.3066000007, -2280826.5964 2025215.6530000009, -2280816.1976999994 2025209.8522999994, -2280809.6248000003 2025205.1557, -2280794.1099999994 2025229.2602999993, -2280787.968800001 2025241.487400001, -2280783.3457999993 2025254.3858000003, -2280777.384400001 2025280.663899999, -2280773.1952 2025301.7370999996, -2280762.2929999996 2025356.6877999995, -2280757.7299000006 2025378.1196999997, -2280714.9683 2025582.1844999995, -2280712.9154000003 2025587.4250000007, -2280709.4277999997 2025592.0183000006, -2280707.2782000005 2025593.8478999995, -2280702.4481000006 2025596.5371000003, -2280697.6894000005 2025597.7303999998, -2280649.8605000004 2025595.8276000004, -2280641.2277000006 2025599.5196000002, -2280633.0014999993 2025604.6119, -2280627.6286999993 2025604.8114999998, -2280623.4704 2025603.6116000004, -2280620.2874999996 2025600.5932, -2280618.7979000006 2025597.0134999994, -2280618.8977000006 2025592.6092000008, -2280620.6196 2025589.1396999992, -2280624.316400001 2025586.0066999998, -2280628.241699999 2025582.7062999997, -2280631.562999999 2025578.0650999993, -2280633.5637 2025572.6928000003, -2280646.5569 2025509.2459999993, -2280658.8507000003 2025453.5303000007, -2280663.8835000005 2025423.6010999996, -2280666.945800001 2025398.0030000005, -2280671.4935 2025360.7009999994, -2280677.681399999 2025288.9909000006, -2280678.1907 2025278.1718000006, -2280680.6448999997 2025258.114600001, -2280687.2687 2025229.2277000006, -2280690.6148000006 2025217.9441, -2280661.5746 2025205.2478999998, -2280649.7327999994 2025201.0142, -2280639.4400999993 2025197.3443, -2280628.1082000006 2025193.8410999998, -2280596.412799999 2025186.9120000005, -2280520.715 2025171.3696999997, -2280517.9913999997 2025170.8171999995, -2280479.159 2025156.4629999995, -2280486.0426000003 2025138.8504000008, -2280500.1315 2025103.1348, -2280506.4275 2025090.3690000009, -2280508.3157 2025086.9474999998, -2280511.490700001 2025081.5639999993, -2280518.0801999997 2025071.216, -2280511.934699999 2025068.1597000007, -2280504.9045 2025063.7981000002, -2280499.1328999996 2025060.3828999996, -2280467.6808 2025037.3091000002, -2280455.3871 2025028.3957000002, -2280501.6740000006 2024971.6388000008, -2280542.8543 2024921.3413999993, -2280572.4806999993 2024884.8592000008, -2280598.5648 2024850.0382000003, -2280610.8939999994 2024831.6636999995, -2280621.9034 2024813.491800001, -2280633.566299999 2024793.991800001, -2280643.8390999995 2024777.1239, -2280653.0507999994 2024759.2498000003, -2280668.0057999995 2024726.4672999997, -2280683.9256999996 2024733.7440000009, -2280711.0447000004 2024746.2353000008, -2280721.2338999994 2024749.6418999992, -2280733.2820999995 2024751.6019000001, -2280744.1019 2024751.573999999, -2280751.0856 2024750.7894000001, -2280767.3408000004 2024750.3468999993, -2280792.1501 2024749.9228000008, -2280810.0396 2024751.9351000004, -2280815.6533000004 2024753.0884000007, -2280823.5438 2024754.7818999998, -2280830.8849 2024758.0669, -2280842.3957 2024763.1382999998, -2280845.9619999994 2024764.5174000002, -2280891.4628999997 2024783.2469999995, -2280906.6853 2024789.5063000005, -2280919.7552000005 2024794.7945000008, -2280958.9027999993 2024810.8747000005, -2280971.9416000005 2024816.2706000004, -2280983.7749000005 2024821.7853999995, -2281007.5766000003 2024832.9705999997, -2281016.187999999 2024838.7222000007, -2281018.3412999995 2024840.6269000005, -2281022.9185000006 2024844.7477000002, -2281027.9233 2024850.5084000006, -2281036.1525 2024858.8329000007, -2281037.4842000008 2024860.1505999994, -2281045.674900001 2024871.7304999996, -2281050.7463000007 2024881.9436000008, -2281054.5591 2024891.2102000006, -2281059.4658000004 2024903.2423999999, -2281063.2200000007 2024916.4584999997, -2281063.9602000006 2024918.8888000008, -2281066.6248000003 2024934.0069999993, -2281067.4963000007 2024943.4747000001, -2281069.8803000003 2024958.6286999993, -2281072.1800999995 2024972.825099999, -2281074.668299999 2024988.2423999999, -2281082.1844999995 2025034.6261999998, -2281084.7246000003 2025050.1751000006, -2281086.9101 2025064.4551999997, -2281093.570699999 2025107.5589000005, -2281095.8082999997 2025121.9706999995, -2281097.388699999 2025133.9762999993, -2281097.7129999995 2025136.2863999996, -2281097.2497000005 2025152.2520000003, -2281095.1633 2025166.3491999991, -2281093.7545999996 2025171.5423000008, -2281091.020300001 2025181.9526000004)))",44.5,5.6,62.4,8.1,3.2,9.2,31.6,107490.0,8.6,30.1,35.7,25.6,804700.0,2030.0,38.2,1510038.3,2701488.87,1391779.07,6872804.7
